2024-06-24,00:00,New Delhi,India,33.3,59,6.1,E,0.16,Mist
2024-06-23,19:30,London,United Kingdom,23.2,53,6.8,SW,0.01,Sunny
2024-06-23,14:30,Delhi,Canada,23.8,83,16.9,WSW,0.14,Sunny
2024-06-23,20:30,Paris,France,24.4,41,11.2,NE,0.0,Sunny
2024-06-24,00:00,Jammu,India,33.1,30,7.9,NNE,0.0,Clear
